20MICRONS,20200511,26.15,27.65,26.15,26.8,15391
21STCENMGM,20200511,10.55,10.55,10.55,10.55,15
3IINFOTECH,20200511,1.4,1.45,1.4,1.45,1718337
3MINDIA,20200511,18900,18921.9,18100,18179.1,2809
3PLAND,20200511,5.65,5.65,5.65,5.65,3008
5PAISA,20200511,165.5,173,160,163.05,46376
63MOONS,20200511,54.4,55.95,54.05,55.1,8384
A2ZINFRA,20200511,3.95,4,3.85,4,188956
AARTIDRUGS,20200511,754,779.45,750,767.6,87960
AARTIIND,20200511,1072,1081,1015.1,1024.7,501367
AARVEEDEN,20200511,8.8,9,8.5,8.95,2350
AAVAS,20200511,1099,1118,1027.5,1030.2,10827
ABAN,20200511,18.8,19.6,18.3,19.2,42238
ABB,20200511,849.6,872,846.55,866.9,83321
ABBOTINDIA,20200511,17900,18025,17751,17907.8,10374
ABCAPITAL,20200511,43.5,44,42.55,42.7,1255607
ABFRL,20200511,106.95,109.2,105,105.65,695547
ABSLBANETF,20200511,185.08,194.99,176,182.7,549
ABSLNN50ET,20200511,232.1,250,232.1,249.8,156
ACC,20200511,1162,1187.95,1160.05,1170.2,988418
ACCELYA,20200511,900.2,916,900.2,908.15,3747
ACE,20200511,43.35,44.8,43,43.15,152901
ADANIENT,20200511,137.85,143.3,137.5,140.05,2900722
ADANIGAS,20200511,108.7,111.35,105.55,106.45,2707598
ADANIGREEN,20200511,214.85,222.85,211,222.6,1063341
ADANIPORTS,20200511,285.2,293.25,285.2,289.7,3204070
ADANIPOWER,20200511,30,30.45,29.5,29.6,5428878
ADANITRANS,20200511,193,198.9,192.15,197.1,82228
ADFFOODS,20200511,206.9,207.8,195.3,196.95,18577
ADHUNIKIND,20200511,20.55,20.55,20.55,20.55,4681
ADORWELD,20200511,262.6,265,251,252.15,15178
ADROITINFO,20200511,5.45,5.7,5.25,5.65,13092
ADSL,20200511,13,13,12.2,12.4,6100
ADVANIHOTR,20200511,38.4,38.45,37,37.5,14788
ADVENZYMES,20200511,141.05,143.2,138.1,138.8,29319
AEGISCHEM,20200511,177.05,182.45,173.55,180.6,227931
AFFLE,20200511,1335,1355,1304,1341.75,19249
AGARIND,20200511,54.45,58.3,54.45,58.3,25981
AGCNET,20200511,254.95,254.95,245,249.3,1919
AGRITECH,20200511,29.5,32,29.5,31,2444
AGROPHOS,20200511,11.75,11.75,11.75,11.75,6767
AHLEAST,20200511,131.05,138.65,130.15,136,33272
AHLUCONT,20200511,178.05,184.9,175.85,180.05,4934
AHLWEST,20200511,229,229,222,222.05,480
AIAENG,20200511,1567.1,1615,1551.35,1570.95,21228
AIONJSW,20200511,11.3,11.3,10.85,11,33260
AIRAN,20200511,9.6,10.15,9.6,9.75,35011
AJANTPHARM,20200511,1470,1487.75,1460,1480.45,72596
AJMERA,20200511,80.6,81.7,78,78.7,89430
AKASH,20200511,85,89,85,89,104
AKSHARCHEM,20200511,202.9,202.9,185.1,187.05,11376
AKSHOPTFBR,20200511,4.65,4.9,4.6,4.75,220520
AKZOINDIA,20200511,1934.05,1934.05,1881,1888.3,7325
ALANKIT,20200511,15.55,15.55,14.9,15.55,23039
ALBERTDAVD,20200511,474.85,477.75,453.65,456.9,16992
ALCHEM,20200511,2.8,2.8,2.8,2.8,19204
ALEMBICLTD,20200511,49.45,49.45,47.45,47.9,91877
ALICON,20200511,218.5,224.3,217.55,218.3,697
ALKALI,20200511,40,41.9,39.1,39.4,19188
ALKEM,20200511,2612.1,2625.5,2563,2599.6,139331
ALKYLAMINE,20200511,1769,1845,1763.25,1770.65,24989
ALLCARGO,20200511,69.2,71.95,67.05,67.4,109135
ALLSEC,20200511,155,163.4,153.1,161.85,1588
ALMONDZ,20200511,10,10.5,9.55,10.5,466
ALOKINDS,20200511,9.55,9.55,9.55,9.55,599900
ALPA,20200511,17.5,18.4,17.5,17.75,27342
ALPHAGEO,20200511,161,161.05,152,155.25,12950
ALPSINDUS,20200511,0.85,0.85,0.75,0.8,15615
AMARAJABAT,20200511,544.35,573.85,544.35,568.55,2092275
AMBER,20200511,1101,1129.5,1065,1073.95,61268
AMBIKCO,20200511,674.85,675.3,652.05,657.35,2964
AMBUJACEM,20200511,170.15,174.7,170.15,173.95,4258713
AMDIND,20200511,12.4,12.8,12.1,12.15,3550
AMJLAND,20200511,15.1,15.1,14.7,15.1,1385
AMRUTANJAN,20200511,354,354.55,340.85,341.3,89488
ANANTRAJ,20200511,15.65,15.65,14.75,15,190652
ANDHRACEMT,20200511,2.85,2.85,2.85,2.85,123937
ANDHRAPAP,20200511,177,182.8,172,172.7,3998
ANDHRSUGAR,20200511,231.55,237.45,221.5,222.65,14825
ANIKINDS,20200511,9.1,9.55,8.85,9,989
ANKITMETAL,20200511,0.35,0.4,0.35,0.4,23000
ANSALAPI,20200511,6.25,6.3,5.7,5.7,70122
ANSALHSG,20200511,3.3,3.35,3.05,3.15,39862
ANUP,20200511,277,281.5,267.6,270.9,4717
APARINDS,20200511,298,298,287.6,290.45,19368
APCL,20200511,107.8,110,105.4,107.45,1487
APCOTEXIND,20200511,100.9,100.95,96.55,97.8,11150
APEX,20200511,196.5,197.9,188.8,189.75,113932
APLAPOLLO,20200511,1245,1259.9,1205,1210.65,29913
APLLTD,20200511,774.7,790,769,777.3,254885
APOLLO,20200511,74.5,75.85,72,72.55,37592
APOLLOHOSP,20200511,1320,1341.75,1282.4,1304.2,718005
APOLLOPIPE,20200511,340,359.7,328.3,331.7,141928
APOLLOTYRE,20200511,91.2,94.35,90.6,93.1,9497629
APOLSINHOT,20200511,438.65,438.65,397.1,418.75,601
APTECHT,20200511,103.05,104.7,100.4,101.65,79098
ARCHIDPLY,20200511,18.7,18.9,17.4,17.7,15399
ARCHIES,20200511,11.5,11.55,10.85,11.4,19772
ARCOTECH,20200511,1.85,1.9,1.8,1.9,27128
ARENTERP,20200511,9.15,10,9.15,9.2,536
ARIES,20200511,54.8,55.65,54,54.75,18248
ARIHANT,20200511,13.75,14.8,12.45,13.3,2635
ARIHANTSUP,20200511,20.7,20.8,18.9,19,22567
ARMANFIN,20200511,333,339,322.2,322.4,14309
AROGRANITE,20200511,23.95,24.05,23.2,23.85,3953
ARROWGREEN,20200511,34,35.75,33.5,33.75,3545
ARSHIYA,20200511,11.2,11.65,10.65,11.25,5934
ARSSINFRA,20200511,12.45,12.45,11.4,12.25,4565
ARTEMISMED,20200511,162,162,143.3,152.85,1132
ARVIND,20200511,22.1,22.4,20.65,20.95,1929153
ARVINDFASN,20200511,133,144.9,130.45,131.95,27100
ARVSMART,20200511,64.5,64.8,63.5,63.9,42620
ASAHIINDIA,20200511,158.05,160.2,157.2,158.5,4993
ASAHISONG,20200511,101.75,108,101.7,103.4,1527
ASAL,20200511,14.55,15.15,14.4,14.45,2907
ASALCBR,20200511,189,194,185.1,185.8,38248
ASHAPURMIN,20200511,26.3,26.3,24.75,26.2,13066
ASHIANA,20200511,40.5,43,40.5,42.15,70314
ASHIMASYN,20200511,4.05,4.25,3.85,4.05,13157
ASHOKA,20200511,60.2,60.75,58.2,58.4,249685
ASHOKLEY,20200511,47.55,49.4,46.55,48.75,52622414
ASIANHOTNR,20200511,64.8,64.8,61.65,62,1434
ASIANPAINT,20200511,1583,1599,1555,1569.6,3767769
ASIANTILES,20200511,142.5,147.5,132.1,135.35,38660
ASPINWALL,20200511,109.95,109.95,102.75,104.95,752
ASTEC,20200511,524.7,598,505.25,587,542675
ASTERDM,20200511,99.9,99.9,96.5,97.3,81316
ASTRAL,20200511,915,919.95,875,880.5,107795
ASTRAMICRO,20200511,61,61.7,58.6,60.1,167591
ASTRAZEN,20200511,3149,3158.6,3071.25,3080.15,17985
ASTRON,20200511,28.75,28.75,28,28.55,23105
ATFL,20200511,460,505.95,448.2,492.15,11768
ATLANTA,20200511,7.6,7.6,7.6,7.6,9967
ATLASCYCLE,20200511,34.2,34.75,34,34.35,2521
ATNINTER,20200511,0.25,0.25,0.25,0.25,12456
ATUL,20200511,4685,4745.05,4608,4643.85,8921
ATULAUTO,20200511,160.7,160.7,152.05,158.25,57709
AUBANK,20200511,410.6,419,400.15,400.15,1413419
AURIONPRO,20200511,41.95,41.95,39.15,39.9,2557
AUROPHARMA,20200511,651,673.5,647.25,664.5,6407293
AUSOMENT,20200511,25.8,26.45,25,26.35,847
AUTOAXLES,20200511,478,485.4,464.85,467.6,11456
AUTOIND,20200511,14.5,14.5,14.5,14.5,7123
AUTOLITIND,20200511,16,16.45,15.4,16,5083
AVADHSUGAR,20200511,135.8,135.8,129.85,130.15,19336
AVANTIFEED,20200511,404.2,409.9,392,394.1,206876
AVTNPL,20200511,30,31.25,29.8,30.8,67378
AXISBANK,20200511,391,393.5,376.85,379.55,30143521
AXISCADES,20200511,31.5,31.5,30.1,30.7,10549
AXISGOLD,20200511,4140,4267.85,4092,4166.8,2986
AXISNIFTY,20200511,1120,1120,1120,1120,6
AYMSYNTEX,20200511,15.85,16,14.3,14.7,25298
BAFNAPH,20200511,20.35,20.35,20.35,20.35,794
BAGFILMS,20200511,1.55,1.55,1.45,1.5,100788
BAJAJ-AUTO,20200511,2430,2624.95,2428,2566.3,1627649
BAJAJCON,20200511,140,141.85,133.7,134.35,194270
BAJAJELEC,20200511,359,369.55,350.9,361.05,139505
BAJAJFINSV,20200511,4687.3,4717.7,4540.1,4558,585230
BAJAJHIND,20200511,4.25,4.25,4.25,4.25,495279
BAJAJHLDNG,20200511,1894.95,1938.25,1883.75,1904.55,20122
BAJFINANCE,20200511,2070,2092.7,1995.3,2015.05,7655033
BALAJITELE,20200511,58.25,60.5,57.55,58.3,99160
BALAMINES,20200511,385.3,387.95,375,376.2,45405
BALAXI,20200511,70,70,69.95,70,12
BALKRISHNA,20200511,12.55,12.55,11.5,12.1,2854
BALKRISIND,20200511,895,935,894.75,926.85,957905
BALLARPUR,20200511,0.45,0.5,0.4,0.45,1905655
BALMLAWRIE,20200511,93.5,95.55,93.5,93.6,53242
BALPHARMA,20200511,39.8,39.8,36.25,36.3,31145
BALRAMCHIN,20200511,96,98.25,94,95.1,430091
BANARBEADS,20200511,30.75,32.5,30.7,32,2923
BANARISUG,20200511,867.9,873.8,852.05,865.45,153
BANCOINDIA,20200511,65.3,65.3,64.15,64.7,32557
BANDHANBNK,20200511,246.95,250.85,237.5,239.85,9656545
BANG,20200511,15.15,15.95,15.05,15.7,1057
BANKBARODA,20200511,41.85,41.85,40.55,41,19453329
BANKBEES,20200511,199.95,199.95,190.92,191.42,526594
BANKINDIA,20200511,32.3,32.95,31.6,32.65,2991644
BANSWRAS,20200511,72.5,72.7,69.5,72.3,17214
BASF,20200511,1005.4,1017.05,994.45,1004.6,12564
BASML,20200511,77,77,74,74.15,604
BATAINDIA,20200511,1320,1334.9,1301.3,1321,1364779
BAYERCROP,20200511,4570,4665,4570,4645.15,8687
BBL,20200511,664.9,672,646,649.5,7374
BBTC,20200511,855,875,851,857.45,60060
BCG,20200511,4.9,4.95,4.55,4.6,899136
BCP,20200511,9.9,10,9.45,9.6,311164
BDL,20200511,219,232.7,213.65,228.75,413183
BEARDSELL,20200511,9.55,9.55,9.55,9.55,190
BEDMUTHA,20200511,12.15,12.5,11.6,11.8,4109
BEL,20200511,60.5,62,59.35,60.15,14510665
BEML,20200511,574.9,574.9,553.5,559.3,244717
BEPL,20200511,35.95,36.45,35,35.3,233933
BERGEPAINT,20200511,463.9,463.9,446.65,452.55,1281048
BFINVEST,20200511,238,244.5,232.15,235.5,31477
BFUTILITIE,20200511,165.4,172.4,163,163.7,49783
BGRENERGY,20200511,23.2,23.7,22.8,23.05,65916
BHAGERIA,20200511,110.25,114.75,108,109.3,36602
BHAGYANGR,20200511,14.35,15.3,14.3,14.7,6520
BHAGYAPROP,20200511,18,18.8,18,18.55,780
BHANDARI,20200511,0.9,0.9,0.85,0.9,143051
BHARATFORG,20200511,280.8,295.9,280.75,286.55,4424434
BHARATGEAR,20200511,36.45,36.45,34.5,36.4,5039
BHARATRAS,20200511,6300.05,6440,6250,6378.75,1713
BHARATWIRE,20200511,16.6,16.7,15.7,16.05,29078
BHARTIARTL,20200511,533.05,548.5,532.1,536.2,14223774
BHEL,20200511,22.55,23,22.1,22.55,28661145
BIGBLOC,20200511,28.75,28.75,24.25,27,1203
BIL,20200511,101,102,100,100,4975
BILENERGY,20200511,0.65,0.65,0.55,0.6,471016
